"","id","type","pollster","date","confidenceInterval","sampleSize","marginError","partisan","spread.name","spread.affiliation","spread.value","spread.color","updated","link","data_start_date","data_end_date","pollster_type","name","affiliation","value","color","Sanders","Biden","Bloomberg","Warren","Buttigieg","Klobuchar","Gabbard","Harris","Booker","Yang","O'Rourke","Castro","Bennet","Delaney","Sestak","Bullock","Williamson","Hickenlooper","Gillibrand","Inslee"
"1","6835","rcp_average","rcp_average","12/31 - 12/31","","","","",Biden,,+9.5,,NA,NA,NA,NA,NA,"Biden","","+9.5","",22.5,32,20, 5.5, 0.5,1,1.5, 1.5,1.5,22.5,32,20,5.5,0.5, 1,1.5,1.5,1.5,22.5,32
"2","126655","poll","Univ. of Wis/State Journal","2/11 - 2/20","","662 LV","","",Sanders,,+9.0,,2020-02-23 11:30:00,"https://news.wisc.edu/battleground-state-poll-1/",2020-02-11,2020-02-20,"1","Sanders","","+9.0","",25.0,16,13,13.0,11.0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","124733","poll","Emerson","10/31 - 11/3","","454 RV","4.6","",Biden,,+6.0,,2019-11-03 23:32:15,"https://emersonpolling.reportablenews.com/pr/michigan-2020-democrats-aim-to-take-back-the-state",2019-10-31,2019-11-03,"1","Biden","","+6.0","",28.0,34,NA,19.0, 8.0,0,1.0, 3.0,3.0, 2.0,NA, 0,0.0,0.0, 0,0.0,0.0,NA,NA,NA
"4","124868","poll","NY Times/Siena","10/13 - 10/25","","203 LV","","",Biden,,+9.0,,2019-11-08 09:02:56,"https://www.nytimes.com/2019/11/08/us/politics/democrats-poll-moderates-battleground.html",2019-10-13,2019-10-25,"1","Biden","","+9.0","",17.0,30,NA,21.0, 3.0,1,1.0, 0.0,0.0, 1.0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","121070","poll","Emerson","3/7 - 3/10","","317 RV","5.5","",Biden,,+17.0,,2019-03-10 19:09:33,"https://emersonpolling.reportablenews.com/pr/michigan-2020-primary-biden-with-strong-lead-but-sanders-waiting-in-the-wings",2019-03-07,2019-03-10,"1","Biden","","+17.0","",23.0,40,NA,11.0, 0.0,5,0.0,12.0,3.0,NA, 2, 0,NA,NA,NA,NA,NA,1.0, 1.0, 0
